태양광비율,에너지자립률,최종등급
0.012918167972957915,2.4077046548956664,인증불가
0.009788859111281972,2.410137975957838,5
0.005737494462337316,2.4119082177820323,인증불가
0.0050126661430372095,2.4191014765944074,인증불가
0.018673255902232865,2.4218405988551304,인증불가
0.015271134859218626,2.422033413362857,인증불가
0.014155004578041197,2.423849643551523,인증불가
0.004947573935456241,2.426470588235294,인증불가
0.012882826517474417,2.427431675437108,인증불가
0.009221737284829837,2.4318349299926303,5
0.006550908546668825,2.4322830292979547,인증불가
0.005127420424181741,2.437361513550367,인증불가
0.005397128815593732,2.437480215257993,인증불가
0.012636962048450315,2.440377149195785,인증불가
0.00924574135319613,2.440689537463731,인증불가
0.01231790083430597,2.4417314095449503,인증불가
0.00602350210595118,2.4426350851221312,인증불가
0.011311246873813572,2.4433585073300756,인증불가
0.005332808482430168,2.4439507170268637,인증불가
0.004899644038944148,2.446256486286138,인증불가
0.012020973191171954,2.449049494776503,인증불가
0.00507317275036439,2.453010512902198,인증불가
0.007417466538742513,2.459555438642641,인증불가
0.012375103076816017,2.459555438642641,인증불가
0.006566558919971129,2.460850111856823,인증불가
0.007178997698034528,2.462319056857185,인증불가
0.01731684624966596,2.462949141699542,인증불가
0.005896924853532694,2.464,인증불가
0.005022420248675076,2.4693489898117775,인증불가
0.006132235661454667,2.469690166142793,인증불가
0.0059761154641988345,2.4703240295155595,인증불가
0.0049824893459464005,2.475088396014143,인증불가
0.006038940731207679,2.4795766654410003,인증불가
0.008915047349154647,2.4796254551760017,인증불가
0.014618791267481815,2.479711451758341,5
0.013530564146690589,2.4830699774266365,인증불가
0.016391582538007436,2.4857104878372986,인증불가
0.016482898172595812,2.48685751641108,인증불가
0.004859191014725115,2.490566037735849,인증불가
0.0178539854726178,2.491506228765572,인증불가
0.005957242750787623,2.4950472307559797,인증불가
0.0051398283490829075,2.4952015355086377,인증불가
0.008970126166320709,2.4962178517397877,5
0.01265047825849614,2.4973115067511054,인증불가
0.009959572433172496,2.498689498514765,인증불가
